5.804691396063524911e-01,-9.025340443520413203e-01,6.178991854919270166e-01,-9.979424830480633224e-01,-2.463798852912917337e+00,-8.464547546069275397e-01,2.349849318615765625e+00,3.753997538878450779e-01,-6.493335450526026564e-01,1.604637146731209496e+00,-6.230597990593009783e-01,-3.831254866985530638e-01
7.843749306750098516e-01,-1.077366346146477305e+00,6.157809015280144571e-01,-9.219109946265960920e-01,-2.388553094820962563e+00,-6.380472117163888957e-01,2.106683943494211952e+00,3.610177635153015707e-01,-7.143170611837674766e-01,1.260235506068879685e+00,-4.233393440081777981e-01,-2.877912036593982537e-01
7.912923768458759444e-01,-1.086242155977917623e+00,6.697727243488321713e-01,-8.061117458797681934e-01,-2.260781099783224057e+00,-5.384908461361535004e-01,2.053282323895949002e+00,2.664917080250441828e-01,-8.428152302900232540e-01,1.081797291658518123e+00,-2.672010367711759038e-01,-1.722034805370557531e-01
1.217305616754319253e+00,-1.083424565267037787e+00,8.554827405106837368e-01,-7.248790148657336951e-01,-2.155551906232766157e+00,-1.018789278639345847e-01,1.768597040850142577e+00,3.031507886527921580e-01,-1.044710260653493039e+00,6.552895199623635092e-01,2.142975942096574937e-01,-3.418396280674397270e-01
1.065352091027919945e+00,-1.030177688121769242e+00,7.732969854497232509e-01,-4.522893512431619412e-01,-1.955906553260242653e+00,2.482047130412894098e-01,1.530473793652542991e+00,2.537395896348833002e-01,-9.689606930803904561e-01,-2.082871682528983082e-01,3.315775870794581692e-01,7.287650361176261325e-03
6.826188019407374297e-01,-9.186453952016478963e-01,6.221845899376520217e-01,-1.478522423240198336e-01,-1.764250401533415280e+00,3.997757382581038632e-01,1.436576551619166642e+00,-1.038934402274216129e-01,-9.868606214551213229e-01,-4.028740049609195184e-01,5.608799159762191122e-01,4.541404945579103347e-01
1.191932902270029349e+00,-1.200991131777598753e+00,9.177584576802882976e-01,-2.828228964664296630e-01,-1.574464532863184107e+00,6.052245723096417729e-01,1.149307425823338891e+00,-1.647724185133739583e-01,-1.296773912278846641e+00,-1.746900904486001216e-01,8.886776974901030579e-01,3.564149287897923069e-01
1.085480605907747753e+00,-1.171623934545290124e+00,8.793668500461517823e-01,5.242211640175398202e-02,-1.304285946035798505e+00,6.329275772408491374e-01,9.869813048220114071e-01,-3.624041756091504474e-01,-1.365048691986084473e+00,-3.231960345744230301e-01,1.107525145538456712e+00,4.756801548968280779e-01
1.232799180343933099e+00,-1.291698795336003736e+00,9.104635028189760337e-01,6.311807754554497885e-02,-1.097645439898840225e+00,7.275364792200199604e-01,7.285243385916368997e-01,-4.909880360432731239e-01,-1.490634387441902353e+00,-1.491447572443648506e-01,1.288914306616457450e+00,2.646403961767075930e-01
8.979399824763609761e-01,-1.309653952004911304e+00,9.973619818572863061e-01,1.304584345648836796e-01,-9.254026790330991403e-01,9.472415447764588325e-01,2.384466859463247601e-01,-7.236815992240626105e-01,-1.298268028096629223e+00,-1.376899770902393627e-01,1.385274465649898090e+00,3.610253943543461630e-01
5.612472095386357163e-01,-1.409985723211031550e+00,1.068132200859122305e+00,3.482706337115511475e-01,-8.052554009445944683e-01,1.070104720550707267e+00,-1.088653943934721202e-01,-1.045463964961881320e+00,-1.142951532255413349e+00,2.809465823959883535e-01,1.520372073375991784e+00,6.003173873523789950e-02
4.430151407463203128e-01,-1.549931383080316305e+00,1.246031426439342837e+00,4.754942297164250764e-01,-6.911460445348649451e-01,1.107618915641430446e+00,-3.348293815909722526e-01,-1.130693230664628679e+00,-1.109996808725165929e+00,8.072707125983031862e-01,1.668362019720545542e+00,-6.349076307022952781e-01
2.003973036814120368e-01,-1.539179840056080550e+00,1.500759651523367655e+00,7.233116937444844519e-01,-5.554069382087918338e-01,9.479882000730933678e-01,-4.114062864176853407e-01,-1.194760238548121523e+00,-1.094327532134730108e+00,1.382419827712882743e+00,1.623732369393674491e+00,-1.334366886813133757e+00
-1.171813965456648121e-01,-1.479663224940850785e+00,1.654445121072295022e+00,8.983541917356823170e-01,-4.620179618040297087e-01,8.099895538465050615e-01,-3.132863448516655103e-01,-1.318415366107519526e+00,-1.084344313205771737e+00,1.792688710916309658e+00,1.233507466975717781e+00,-1.778466132715910142e+00
