7.741935483870000523e-01,1.132075471699999988e-03,1.375711574950000127e-01,2.757009345790000232e-01,2.957746478869999751e-01,2.360655737700000090e-01
2.473118279569999911e-01,4.716981132079999905e-04,2.798861480079999908e-01,3.294392523360000213e-01,5.352112676060000185e-01,1.737704918029999990e-01
4.946236559139999822e-01,3.584905660380000025e-03,2.229601518029999951e-01,2.336448598130000109e-01,5.258215962440000446e-01,1.245901639340000061e-01
6.774193548389999542e-01,1.698113207549999983e-03,1.565464895639999965e-01,1.752336448600000096e-01,3.333333333330000259e-01,1.360655737700000034e-01
2.365591397850000110e-01,4.716981132079999905e-04,2.419354838710000011e-01,3.200934579440000149e-01,3.333333333330000259e-01,2.475409836069999980e-01
7.311827956990000210e-01,4.716981132079999905e-04,1.470588235289999879e-01,1.962616822430000019e-01,2.394366197180000100e-01,1.983606557379999913e-01
9.032258064520000129e-01,4.716981132079999905e-04,2.134724857689999922e-01,2.943925233640000139e-01,3.990610328640000204e-01,1.950819672130000015e-01
5.053763440859999623e-01,3.924528301890000022e-03,1.850094876660000054e-01,1.962616822430000019e-01,2.769953051640000052e-01,1.770491803279999887e-01
7.096774193549999499e-01,2.452830188680000037e-03,2.229601518029999951e-01,1.985981308410000035e-01,4.225352112679999772e-01,1.278688524590000097e-01
8.064516129030000480e-01,1.886792452829999934e-04,2.703984819729999822e-01,2.850467289720000075e-01,5.117370892020000062e-01,1.557377049179999862e-01
6.559139784949999941e-01,2.075471698109999930e-02,7.115749525620000682e-02,1.658878504669999976e-01,2.582159624409999799e-01,1.573770491800000060e-01
1.827956989249999997e-01,1.886792452829999934e-04,2.134724857689999922e-01,2.242990654210000045e-01,3.098591549299999914e-01,1.852459016390000102e-01
6.236559139780000205e-01,1.509433962259999892e-03,2.134724857689999922e-01,2.149532710279999925e-01,3.755868544600000081e-01,1.520491803279999943e-01
5.161290322579999978e-01,1.132075471699999988e-03,2.134724857689999922e-01,2.593457943929999843e-01,3.896713615019999910e-01,1.786885245900000085e-01
5.591397849460000291e-01,4.339622641510000080e-03,1.850094876660000054e-01,1.425233644860000037e-01,3.568075117369999827e-01,1.049180327870000012e-01
4.086021505379999752e-01,1.886792452829999934e-04,1.660341555979999995e-01,2.056074766359999861e-01,2.441314553989999969e-01,2.032786885250000009e-01
4.086021505379999752e-01,1.132075471699999988e-03,1.850094876660000054e-01,2.616822429910000136e-01,3.802816901409999950e-01,1.836065573769999903e-01
6.881720430109999898e-01,3.018867924530000031e-03,1.660341555979999995e-01,1.775700934580000112e-01,3.427230046949999998e-01,1.360655737700000034e-01
6.774193548389999542e-01,6.037735849059999715e-02,1.280834914610000097e-01,1.939252336450000003e-01,4.553990610329999855e-01,1.131147540979999949e-01
5.268817204300000334e-01,1.150943396230000026e-01,8.633776091080000437e-02,2.570093457939999840e-02,4.553990610329999855e-01,1.475409836069999960e-02
8.064516129030000480e-01,1.886792452829999934e-04,1.925996204930000011e-01,2.242990654210000045e-01,3.849765258219999819e-01,1.557377049179999862e-01
6.559139784949999941e-01,6.981132075470000177e-03,1.907020872869999994e-01,1.962616822430000019e-01,3.380281690140000128e-01,1.524590163929999964e-01
6.666666666670000296e-01,3.566037735850000057e-03,1.907020872869999994e-01,2.550934579440000127e-01,3.755868544600000081e-01,1.804426229509999979e-01
5.591397849460000291e-01,1.132075471699999988e-03,2.419354838710000011e-01,3.130841121499999824e-01,4.694835680750000240e-01,1.836065573769999903e-01
6.559139784949999941e-01,3.924528301890000022e-03,1.925996204930000011e-01,1.985981308410000035e-01,3.474178403759999867e-01,1.508196721310000044e-01
8.172043010749999725e-01,1.698113207549999983e-03,2.229601518029999951e-01,2.289719626170000077e-01,2.863849765259999791e-01,2.000000000000000111e-01
8.172043010749999725e-01,1.509433962259999892e-03,1.280834914610000097e-01,2.850467289720000075e-01,4.741784037560000109e-01,1.655737704920000053e-01
8.279569892470000081e-01,4.716981132079999667e-02,8.064516129029999925e-02,1.121495327099999995e-01,3.051643192490000045e-01,9.508196721309999933e-02
2.795698924730000146e-01,9.433962264150000214e-04,1.185958254270000067e-01,2.476635514019999984e-01,2.816901408449999922e-01,2.213114754100000137e-01
6.021505376339999493e-01,3.566037735850000057e-03,1.907020872869999994e-01,2.550934579440000127e-01,3.755868544600000081e-01,1.804426229509999979e-01
2.903225806449999946e-01,3.566037735850000057e-03,1.907020872869999994e-01,2.550934579440000127e-01,3.755868544600000081e-01,1.804426229509999979e-01
7.634408602150000167e-01,5.660377358490000345e-04,5.218216318789999780e-02,2.757009345790000232e-01,3.990610328640000204e-01,1.819672131149999983e-01
2.258064516130000032e-01,9.433962264150000214e-04,1.565464895639999965e-01,1.892523364489999971e-01,3.145539906100000005e-01,1.557377049179999862e-01
2.258064516130000032e-01,1.698113207549999983e-03,2.324478178369999981e-01,2.523364485979999738e-01,3.802816901409999950e-01,1.770491803279999887e-01
3.440860215050000059e-01,7.547169811319999738e-04,2.039848197340000113e-01,2.056074766359999861e-01,3.708920187790000211e-01,1.459016393439999948e-01
4.623655913979999865e-01,1.698113207549999983e-03,1.660341555979999995e-01,2.733644859809999939e-01,3.708920187790000211e-01,1.934426229510000095e-01
3.225806451609999903e-01,1.886792452829999934e-04,2.988614800759999968e-01,4.789719626169999800e-01,6.478873239439999487e-01,2.131147540979999866e-01
