2.300196100000000132e-01,5.072578299999999984e+00,-2.760605500000000156e-01,8.324441200000000096e-01,-3.778657300000000108e-01,4.803222999999999798e-01
1.554911200000000104e-01,-1.693903800000000071e-01,6.706521899999999814e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
-7.844148199999999571e-01,-4.436537199999999737e-01,5.674705300000000285e+00,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
5.460881800000000341e-01,1.314145700000000083e-01,-4.563867899999999866e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
-1.029872500000000024e-01,-3.949941000000000146e-01,-1.408158800000000044e-01,9.797026899999999872e-01,-3.778657300000000108e-01,1.013565800000000072e+00
-1.803952500000000070e-01,-3.817232899999999929e-01,2.649181600000000136e-01,7.729499800000000365e-01,1.468981499999999940e+00,8.520692199999999605e-01
-6.860251400000000332e-02,-3.463344700000000054e-01,-1.858974399999999971e-01,8.991113200000000472e-01,1.743381099999999906e+00,1.062319500000000083e+00
-8.249191499999999899e-02,-4.480773200000000012e-01,8.960599900000000284e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
-1.516001600000000116e-01,-3.684524800000000266e-01,6.255706300000000164e-01,1.197425900000000043e+00,-3.778657300000000108e-01,1.010518699999999992e+00
-7.844148199999999571e-01,-4.701953300000000224e-01,-5.916314700000000482e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
-8.113685199999999542e-02,-3.242164599999999841e-01,1.031304699999999963e+00,1.171687300000000098e+00,-3.778657300000000108e-01,1.397501199999999999e+00
-7.844148199999999571e-01,-4.701953300000000224e-01,-5.916314700000000482e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
7.750939100000000526e-01,-4.436537199999999737e-01,-5.014683500000000071e-01,-8.595525499999999708e-01,-3.778657300000000108e-01,-9.457232399999999650e-01
5.376190299999999977e-01,1.586779699999999904e+00,-2.760605500000000156e-01,2.375494499999999842e+00,-3.778657300000000108e-01,8.094097399999999887e-01
1.304076800000000036e+00,1.060370999999999952e+00,-3.662236700000000011e-01,1.865363799999999905e+00,-3.778657300000000108e-01,9.434824000000000543e-01
3.860213000000000116e-01,1.776994600000000091e+00,-4.113052300000000217e-01,7.695744199999999813e-01,-3.778657300000000108e-01,8.977758099999999519e-01
