3.104264281319999985e-01,1.572539736219999984e-01,3.017759657249999838e-01,1.793425238599999916e-01,4.076916132530000181e-01,1.898963253790000028e-01,1.561387066540000090e-01,2.376242544730000072e-01,4.166666666669999741e-01,1.621735467569999922e-01,5.736013036390000264e-02,9.467821782179999812e-02,6.130141827260000148e-02,3.130007956699999705e-02,2.294251623209999924e-01,9.273890708080000100e-02,6.027777777780000262e-02,2.491002083730000094e-01,1.676985422410000037e-01,4.854690933209999948e-02,2.554251156169999870e-01,1.929637526649999879e-01,2.454803526069999908e-01,1.292764451439999962e-01,4.809482929409999996e-01,1.455404526980000057e-01,1.908945686899999883e-01,4.426116838490000149e-01,2.783362901640000220e-01,1.151121605669999937e-01
2.886554025270000046e-01,2.029083530609999964e-01,2.891299841059999931e-01,1.597030752920000074e-01,4.953507267310000017e-01,3.301024477030000126e-01,1.070290534209999977e-01,1.545725646120000019e-01,4.580808080809999905e-01,3.822662173549999931e-01,2.668839398880000144e-02,8.563914427160000675e-02,2.949630118270000004e-02,1.469560962129999940e-02,8.104157459970000310e-02,1.256346321390000020e-01,4.287878787879999959e-02,1.229399507480000014e-01,1.252040299430000059e-01,5.286541464559999653e-02,2.337246531480000056e-01,2.257462686570000099e-01,2.275013695900000021e-01,1.094425874949999933e-01,3.964207884829999973e-01,2.428520146310000072e-01,1.509584664539999899e-01,2.502749140889999890e-01,3.191405479989999905e-01,1.757182211730000110e-01
1.194093426099999966e-01,9.232330064249999468e-02,1.143666643629999979e-01,5.531283138919999842e-02,4.493093797959999969e-01,1.396846819210000035e-01,6.925960637299999334e-02,1.031809145130000022e-01,3.813131313129999866e-01,4.020640269590000093e-01,6.003983342389999922e-02,1.362712164069999898e-01,5.428073316680000204e-02,1.661941210090000023e-02,2.683142400649999870e-01,9.063598401780000036e-02,5.012626262630000273e-02,2.691797688959999824e-01,1.743119266060000061e-01,7.162500172739999504e-02,8.182141586619999518e-02,9.701492537309999720e-02,7.331042382590000073e-02,3.187672040899999781e-02,4.043452420259999736e-01,8.490263992780000546e-02,7.082268370609999530e-02,2.139862542959999892e-01,1.744529863990000040e-01,1.488259215530000068e-01
2.862889867010000033e-01,2.945552925259999899e-01,2.682606592499999776e-01,1.613149522800000069e-01,3.358310011739999990e-01,5.607017974359999879e-02,6.002811621370000156e-02,1.452783300200000127e-01,2.055555555559999970e-01,1.826032013480000105e-01,2.621763534309999935e-02,4.379862093349999874e-01,1.946001978990000159e-02,1.374304722839999986e-02,8.971003161439999873e-02,1.988013338540000133e-02,3.391414141409999916e-02,2.204963061190000073e-01,2.649293634270000197e-01,3.047828310049999906e-02,1.910352187830000048e-01,2.875799573560000044e-01,1.695801583740000062e-01,8.865021627999999931e-02,1.706398996240000021e-01,1.833687458160000033e-02,3.860223642169999941e-02,1.722680412370000136e-01,8.318549181940000647e-02,4.361799816350000331e-02
5.750390458610000338e-02,2.411227595540000046e-01,5.473014995509999786e-02,2.477200424180000041e-02,3.012548523970000058e-01,1.228452242190000016e-01,3.720712277410000157e-02,2.940854870779999880e-02,3.580808080810000127e-01,3.173967986519999895e-01,1.622306717359999970e-02,1.318290311170000062e-01,1.587899919899999832e-02,2.620480464999999995e-03,2.466261005539999995e-01,1.067083245710000045e-01,4.010101010099999946e-02,1.120856222770000021e-01,2.512804637809999964e-01,5.828945731929999902e-02,3.678406261119999965e-02,2.649253731339999973e-01,3.411524478309999747e-02,1.400904443570000039e-02,3.865152215550000103e-01,1.051799245179999981e-01,5.495207667730000328e-02,8.810996563570000495e-02,3.035679085349999862e-01,1.249508067690000002e-01
2.399072365000000095e-01,1.663848495099999880e-01,2.366802570659999883e-01,1.297136797450000045e-01,4.556287803560000182e-01,2.194343905280000118e-01,1.544517338330000100e-01,1.366302186879999880e-01,3.106060606059999896e-01,2.205139005900000060e-01,5.507876154259999657e-02,8.159476661950000598e-02,5.140649295579999972e-02,2.440801048940000051e-02,1.283271577660000107e-01,9.026046204219999314e-02,5.863636363639999904e-02,1.072172759989999946e-01,9.002645353749999524e-02,5.276177051809999990e-02,2.073995019569999931e-01,2.313432835819999867e-01,1.965735345390000055e-01,9.767007471489999593e-02,5.166083338839999595e-01,1.826993043629999980e-01,2.436102236419999956e-01,2.250171821309999987e-01,2.329982259020000057e-01,1.834579561849999929e-01
3.080600123050000194e-01,4.257693608390000217e-01,2.979752608669999914e-01,1.770943796389999880e-01,3.149769793269999729e-01,1.766762775290000032e-01,1.113167760070000040e-01,1.681908548709999951e-01,3.782828282830000277e-01,1.520640269590000093e-01,4.428752489590000174e-02,2.194130127299999955e-01,4.608208076140000303e-02,2.502437439059999880e-02,9.321140836930000284e-02,8.688076426230000038e-02,5.290404040399999952e-02,2.242849024440000116e-01,1.199977486349999983e-01,3.666238270939999738e-02,2.568480967630000222e-01,5.277185501069999729e-01,2.419941232130000119e-01,1.262288635469999976e-01,2.973651191969999830e-01,1.395251816710000037e-01,1.822683706069999909e-01,4.405498281790000137e-01,2.574413561989999932e-01,9.268004722549999519e-02
2.261820247050000121e-01,4.020967196479999783e-01,2.137378204690000005e-01,1.206362672319999940e-01,3.045951069780000187e-01,9.287773756209999343e-02,3.882380506090000322e-02,5.541749502979999992e-02,2.196969696970000052e-01,1.878685762429999906e-01,1.067173637519999996e-01,1.878094059410000127e-01,8.848890354800000024e-02,4.047082730979999904e-02,1.408709249750000059e-01,5.637335896899999671e-02,2.949494949489999893e-02,1.410304981999999929e-01,2.276411324369999878e-01,3.020189876040000124e-02,1.796513696189999953e-01,3.651385927510000240e-01,1.622092733699999900e-01,8.142449862370000624e-02,2.465165422970000131e-01,5.710626655409999780e-02,4.411341853040000316e-02,1.276632302409999864e-01,1.711019120839999963e-01,6.946084218810000266e-02
3.151592597849999788e-01,2.242137301319999942e-01,3.000483726070000134e-01,1.816755037120000027e-01,2.186512593659999948e-01,1.264032881419999976e-01,4.350984067480000161e-02,8.563618290259999988e-02,1.479797979799999941e-01,2.015585509689999943e-01,2.741263805899999892e-02,1.244695898159999953e-01,3.260613485370000147e-02,1.447147729350000030e-02,9.395927524899999606e-02,7.148436326489999992e-02,2.724747474750000009e-02,1.507103618110000043e-01,7.553329205830000559e-02,5.721846800159999941e-02,2.397723230169999942e-01,2.977078891259999915e-01,2.274515663130000087e-01,1.158818324809999939e-01,2.491580268109999940e-01,1.270095371149999874e-01,8.386581469649999343e-02,2.950515463919999859e-01,1.539522964720000109e-01,1.653548471730000025e-01
2.347011216809999912e-01,2.884680419339999968e-01,2.205790892130000125e-01,1.247507953340000059e-01,2.706508982579999834e-01,8.628305011959999660e-02,4.620431115279999973e-02,6.704771371770000543e-02,4.080808080810000016e-01,2.346251053070000092e-01,4.193373166759999798e-02,6.026785714289999846e-02,3.595156198459999869e-02,1.992536393489999919e-02,1.868647380769999922e-01,4.602397332290000115e-02,3.310606060610000317e-02,1.515438530019999896e-01,1.699499071309999998e-01,6.012050357229999781e-02,1.839203130560000121e-01,2.481343283580000059e-01,1.656456994870000032e-01,8.405426661419999890e-02,2.854784388830000075e-01,5.992956311670000202e-02,7.350638977640000515e-02,2.163573883159999878e-01,2.404888626059999979e-01,1.248852157939999985e-01
