4.697700054669999847e-01,1.000000000000000000e+00,2.704630479780000263e-01,8.128192489990000436e-01,5.782458524300000402e-01,3.716997507420000124e-01,2.616002063280000178e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.341273423359999939e-01,5.654628585130000440e-01,5.331628550789999643e-01,1.000000000000000000e+00,9.010075105549999464e-01,4.024392125099999773e-01,9.827949085320000222e-01
0.000000000000000000e+00,8.871556280669999905e-01,2.758911660719999825e-01,1.000000000000000000e+00,4.211302776679999860e-01,7.580038765100000075e-01,2.960846382530000209e-01,4.493514364010000040e-01,1.509662697870000070e-01,1.508462323189999899e-01,3.769905915039999944e-01,0.000000000000000000e+00,6.898861280260000228e-01,1.907240640719999950e-02,1.000000000000000000e+00,5.741759914840000034e-02
0.000000000000000000e+00,5.684095042960000121e-01,3.217684294229999908e-01,6.823259005799999777e-01,7.296086097670000381e-01,9.030116926479999639e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.586125914350000388e-01,7.522393125080000242e-01,5.045846964060000106e-01,5.059967072269999644e-01,2.851812831209999954e-01,2.558325654310000252e-01,1.627478829310000097e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,7.071730961380000291e-02,9.188459373559999532e-01,4.714487307589999843e-02,6.868511624440000185e-01,1.894186992050000129e-01,4.574263000700000137e-01,8.637971177169999626e-01,3.451927515780000011e-01,1.000000000000000000e+00,4.560649095270000175e-01,7.539827933249999559e-01,2.311299271020000046e-01,6.600282230620000412e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.712328767120000483e-01,4.824267305780000070e-01,8.268722817529999825e-01,1.000000000000000000e+00,1.000000000000000000e+00,8.184878325129999466e-01,8.022087762970000480e-01,5.966618385430000338e-01,6.032696267229999965e-01,3.986284621810000095e-01,4.034928457459999729e-01,3.209680152589999835e-01,2.005360210849999880e-01,4.585257360850000241e-01,0.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00,8.806075019589999497e-01,9.929254440029999795e-01,5.039139169499999849e-01,7.443091275959999864e-01,1.808149113560000021e-01,4.719579188560000249e-01,0.000000000000000000e+00,1.621093668949999955e-01,3.837005592519999730e-01,0.000000000000000000e+00,7.426008371800000285e-01,1.618272120450000018e-01,1.968837424110000123e-01,2.000000000000000111e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.888890211510000000e-02,7.177943084900000326e-01,2.653787714340000159e-01,3.478030574120000162e-01,8.512495087070000022e-01,3.568136926320000235e-01,1.000000000000000000e+00,7.088037270570000103e-01,7.384207623990000080e-01,9.694962445989999678e-01,6.524179351729999521e-01,4.884683070549999950e-01,6.557086775529999967e-01,0.000000000000000000e+00
1.324770371479999931e-01,8.906555150120000208e-01,1.203418287030000033e-01,5.038156629860000013e-01,7.161341393729999671e-01,3.796359300089999778e-01,5.624159474359999855e-01,0.000000000000000000e+00,4.183782495660000322e-02,1.654055504839999913e-01,0.000000000000000000e+00,6.087620640459999732e-01,3.239971110270000176e-01,9.394858809660000531e-01,1.000000000000000000e+00,1.000000000000000000e+00
7.300158448719999971e-01,8.695257229620000361e-01,3.043210110699999804e-01,1.000000000000000000e+00,0.000000000000000000e+00,6.905243412089999699e-01,6.184519418970000348e-01,6.430496212790000055e-01,9.917460361100000066e-01,7.958988234520000260e-01,1.000000000000000000e+00,3.752763942060000080e-01,8.367038978980000374e-01,0.000000000000000000e+00,1.774743300359999942e-01,8.322296471109999830e-03
4.730580524760000238e-01,9.529865964070000084e-01,6.337044087700000050e-01,6.518444258369999744e-01,8.789587707410000395e-01,2.786101279950000120e-01,2.324325515269999864e-01,0.000000000000000000e+00,2.346678240950000049e-01,3.340709402659999827e-01,8.037459200140000259e-01,6.700186138660000346e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,8.487074733399999626e-01
1.000000000000000000e+00,1.000000000000000000e+00,7.206933840589999640e-01,9.939577527180000205e-01,3.644242734909999837e-01,7.796462609400000021e-01,3.368824624230000175e-01,5.386290580120000060e-01,7.934185267159999944e-01,4.709388993740000195e-01,6.458084699470000301e-01,1.315783682130000076e-01,1.919835341630000136e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.511369306229999945e-02
9.103720708900000513e-01,7.325983829090000343e-01,5.470047953309999933e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.642019385350000471e-01,2.296291264379999864e-01,5.864213316520000552e-01,8.140088671620000493e-01,6.701215255629999756e-01,1.000000000000000000e+00,3.905008461150000221e-01,7.988318370750000508e-01,4.415829155730000011e-02,2.039855622049999984e-01,0.000000000000000000e+00
0.000000000000000000e+00,8.535857260710000283e-01,3.880698286129999897e-01,1.000000000000000000e+00,8.116936841570000505e-01,8.800788110759999450e-01,8.722222222219999654e-01,5.050327224370000367e-01,8.392803501969999802e-01,1.236636885480000003e-01,5.842658894800000224e-01,0.000000000000000000e+00,5.360845426760000310e-01,2.224407393770000130e-01,1.000000000000000000e+00,2.404759539949999914e-01
3.468451924670000186e-01,7.549813348520000300e-01,5.777550084050000478e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.190019344730000483e-01,6.838455355650000511e-01,6.532000392989999460e-01,8.054645360800000153e-01,3.813114971289999766e-01,8.212103479229999614e-01,8.965703250350000320e-02,3.194680036270000079e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.705892971179999995e-01
4.954421155079999917e-01,8.327736976430000215e-01,6.552359866700000479e-01,1.000000000000000000e+00,7.575802810449999702e-01,7.485917557979999692e-01,5.063064303369999575e-01,5.085329961490000494e-01,1.000000000000000000e+00,4.154556213819999844e-01,9.633557137729999997e-01,1.276224773140000046e-01,4.867115497339999930e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.020760338909999565e-02
9.872361420070000504e-01,7.985020990850000278e-01,6.368917239570000000e-01,1.000000000000000000e+00,2.534961901180000088e-01,7.610781800879999892e-01,7.955902070779999891e-01,6.777931169409999734e-01,1.000000000000000000e+00,6.253035662300000519e-01,9.696502020270000299e-01,2.358449762929999971e-01,5.427547458629999877e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.548670463250000073e-01
2.350978459630000128e-01,6.596614173089999644e-01,4.344027780599999944e-01,1.000000000000000000e+00,5.881347437089999852e-01,6.518061706690000401e-01,3.429969378709999961e-01,2.841424860860000123e-01,0.000000000000000000e+00,1.540407429049999929e-02,1.576687360100000046e-01,1.113381451969999991e-01,5.769701202510000293e-01,0.000000000000000000e+00,1.000000000000000000e+00,1.207272524549999997e-02
0.000000000000000000e+00,7.242835936260000329e-01,1.962378512150000087e-01,9.932991213940000064e-01,7.184499672790000124e-01,1.000000000000000000e+00,6.990413078980000083e-01,7.263935028069999911e-01,3.219339956969999861e-01,4.791782494740000065e-01,5.330688552460000063e-02,1.876351660139999877e-01,4.652427673030000155e-01,5.929913211799999612e-03,1.000000000000000000e+00,0.000000000000000000e+00
1.134395323270000061e-01,7.676510853210000151e-01,1.963469569200000098e-01,6.229266137329999564e-01,7.827911476329999507e-01,4.052693444589999805e-01,5.061751219040000471e-01,0.000000000000000000e+00,1.072174913149999929e-02,1.711092743119999871e-01,0.000000000000000000e+00,6.449548545059999860e-01,2.291868806779999990e-01,9.784056348449999829e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,4.531460289450000012e-01,5.085805125800000326e-01,6.391796119049999447e-01,7.869187651889999469e-01,8.755353450989999953e-01,1.000000000000000000e+00,1.000000000000000000e+00,9.179308165920000429e-01,7.460969276400000183e-01,8.552828424939999952e-01,4.914597733739999863e-01,7.454959788180000047e-01,2.385930220140000113e-01,8.909090909089999455e-01,0.000000000000000000e+00
9.480762674430000259e-02,8.644958451559999757e-01,3.423193151480000140e-01,6.663395500700000085e-01,6.752725804420000033e-01,3.438695222050000000e-01,3.449381663159999944e-01,0.000000000000000000e+00,3.271877453589999707e-02,2.662118364020000238e-01,0.000000000000000000e+00,6.951572132040000351e-01,3.451318263509999817e-01,9.515467131579999904e-01,1.000000000000000000e+00,1.000000000000000000e+00
