5.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,1.399999999999999911e+00,4.000000000000000222e-01,6.570000000000000284e-01,2.330000000000000071e+00,1.400000000000000000e+01,2.300000000000000000e+01,6.000000000000000000e+00
6.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01,1.167000000000000037e+00,4.289999999999999925e-01,8.810000000000000053e-01,3.600000000000000089e+00,1.800000000000000000e+01,3.700000000000000000e+01,5.000000000000000000e+00
6.000000000000000000e+00,1.800000000000000000e+01,1.080000000000000000e+02,3.000000000000000000e+00,2.869999999999999774e-01,7.409999999999999920e-01,4.429999999999999716e+00,3.100000000000000000e+01,8.000000000000000000e+01,7.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,1.399999999999999911e+00,3.709999999999999964e-01,7.429999999999999938e-01,4.330000000000000071e+00,1.300000000000000000e+01,2.600000000000000000e+01,3.000000000000000000e+00
6.000000000000000000e+00,3.000000000000000000e+00,1.800000000000000000e+01,5.000000000000000000e-01,5.000000000000000000e-01,9.439999999999999503e-01,2.250000000000000000e+00,9.000000000000000000e+00,1.700000000000000000e+01,4.000000000000000000e+00
5.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000089e+00,5.500000000000000444e-01,1.000000000000000000e+00,2.439999999999999947e+00,2.200000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+00
6.000000000000000000e+00,4.000000000000000000e+00,2.400000000000000000e+01,6.670000000000000373e-01,4.169999999999999818e-01,7.079999999999999627e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.700000000000000000e+01,4.000000000000000000e+00
5.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01,1.199999999999999956e+00,3.330000000000000182e-01,3.330000000000000182e-01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,4.000000000000000222e-01,5.200000000000000178e-01,1.000000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,1.399999999999999911e+00,4.859999999999999876e-01,9.140000000000000346e-01,8.500000000000000000e+00,1.700000000000000000e+01,3.200000000000000000e+01,2.000000000000000000e+00
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,4.000000000000000222e-01,8.000000000000000444e-01,1.000000000000000000e+00,8.000000000000000000e+00,8.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,3.000000000000000000e+00,1.500000000000000000e+01,5.999999999999999778e-01,5.330000000000000293e-01,7.329999999999999849e-01,8.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+01,1.199999999999999956e+00,4.329999999999999960e-01,7.329999999999999849e-01,1.300000000000000000e+01,1.300000000000000000e+01,2.200000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,1.399999999999999911e+00,4.289999999999999925e-01,8.569999999999999840e-01,5.000000000000000000e+00,1.500000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+00
6.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01,1.167000000000000037e+00,4.050000000000000266e-01,8.810000000000000053e-01,4.250000000000000000e+00,1.700000000000000000e+01,3.700000000000000000e+01,4.000000000000000000e+00
5.000000000000000000e+00,8.000000000000000000e+00,4.000000000000000000e+01,1.600000000000000089e+00,3.750000000000000000e-01,4.749999999999999778e-01,1.500000000000000000e+01,1.500000000000000000e+01,1.900000000000000000e+01,1.000000000000000000e+00
6.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01,1.167000000000000037e+00,4.050000000000000266e-01,9.519999999999999574e-01,4.250000000000000000e+00,1.700000000000000000e+01,4.000000000000000000e+01,4.000000000000000000e+00
5.000000000000000000e+00,1.900000000000000000e+01,9.500000000000000000e+01,3.799999999999999822e+00,2.320000000000000118e-01,4.000000000000000222e-01,5.500000000000000000e+00,2.200000000000000000e+01,3.800000000000000000e+01,4.000000000000000000e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00,4.000000000000000222e-01,5.600000000000000533e-01,5.000000000000000000e+00,1.000000000000000000e+01,1.400000000000000000e+01,2.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000000e+01,1.500000000000000000e+00,4.169999999999999818e-01,5.000000000000000000e-01,1.000000000000000000e+01,1.000000000000000000e+01,1.200000000000000000e+01,1.000000000000000000e+00
4.000000000000000000e+00,6.000000000000000000e+00,2.400000000000000000e+01,1.500000000000000000e+00,4.580000000000000182e-01,7.920000000000000373e-01,5.500000000000000000e+00,1.100000000000000000e+01,1.900000000000000000e+01,2.000000000000000000e+00
4.000000000000000000e+00,1.800000000000000000e+01,7.200000000000000000e+01,4.500000000000000000e+00,2.500000000000000000e-01,5.280000000000000249e-01,2.569999999999999840e+00,1.800000000000000000e+01,3.800000000000000000e+01,7.000000000000000000e+00
6.000000000000000000e+00,7.000000000000000000e+00,4.200000000000000000e+01,1.167000000000000037e+00,3.569999999999999840e-01,5.480000000000000426e-01,7.500000000000000000e+00,1.500000000000000000e+01,2.300000000000000000e+01,2.000000000000000000e+00
5.000000000000000000e+00,7.000000000000000000e+00,3.500000000000000000e+01,1.399999999999999911e+00,4.289999999999999925e-01,8.860000000000000098e-01,2.500000000000000000e+00,1.500000000000000000e+01,3.100000000000000000e+01,6.000000000000000000e+00
5.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+01,8.000000000000000444e-01,5.000000000000000000e-01,8.000000000000000444e-01,1.000000000000000000e+01,1.000000000000000000e+01,1.600000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,2.500000000000000000e+01,3.250000000000000000e+02,1.923000000000000043e+00,2.340000000000000135e-01,2.859999999999999765e-01,1.085999999999999943e+01,7.600000000000000000e+01,9.300000000000000000e+01,7.000000000000000000e+00
1.300000000000000000e+01,2.500000000000000000e+01,3.250000000000000000e+02,1.923000000000000043e+00,3.509999999999999787e-01,6.800000000000000488e-01,6.000000000000000000e+00,1.140000000000000000e+02,2.210000000000000000e+02,1.900000000000000000e+01
7.000000000000000000e+00,1.600000000000000000e+01,1.120000000000000000e+02,2.286000000000000032e+00,3.210000000000000075e-01,6.430000000000000160e-01,2.569999999999999840e+00,3.600000000000000000e+01,7.200000000000000000e+01,1.400000000000000000e+01
7.000000000000000000e+00,1.030000000000000000e+02,7.210000000000000000e+02,1.471400000000000041e+01,2.949999999999999845e-01,6.909999999999999476e-01,1.760000000000000009e+00,2.130000000000000000e+02,4.980000000000000000e+02,1.210000000000000000e+02
1.100000000000000000e+01,9.000000000000000000e+00,9.900000000000000000e+01,8.179999999999999494e-01,3.430000000000000271e-01,6.260000000000000009e-01,3.399999999999999911e+00,3.400000000000000000e+01,6.200000000000000000e+01,1.000000000000000000e+01
1.100000000000000000e+01,8.000000000000000000e+00,8.800000000000000000e+01,7.269999999999999796e-01,5.799999999999999600e-01,1.000000000000000000e+00,5.099999999999999645e+00,5.100000000000000000e+01,8.800000000000000000e+01,1.000000000000000000e+01
1.100000000000000000e+01,8.000000000000000000e+00,8.800000000000000000e+01,7.269999999999999796e-01,4.089999999999999747e-01,4.769999999999999796e-01,3.600000000000000000e+01,3.600000000000000000e+01,4.200000000000000000e+01,1.000000000000000000e+00
1.100000000000000000e+01,8.000000000000000000e+00,8.800000000000000000e+01,7.269999999999999796e-01,6.019999999999999796e-01,1.000000000000000000e+00,5.889999999999999680e+00,5.300000000000000000e+01,8.800000000000000000e+01,9.000000000000000000e+00
1.100000000000000000e+01,3.500000000000000000e+01,3.850000000000000000e+02,3.181999999999999940e+00,3.820000000000000062e-01,6.570000000000000284e-01,6.129999999999999893e+00,1.470000000000000000e+02,2.530000000000000000e+02,2.400000000000000000e+01
3.000000000000000000e+00,1.130000000000000000e+02,3.390000000000000000e+02,3.766700000000000159e+01,4.099999999999999756e-01,4.719999999999999751e-01,1.390000000000000036e+01,1.390000000000000000e+02,1.600000000000000000e+02,1.000000000000000000e+01
3.000000000000000000e+00,5.900000000000000000e+01,1.770000000000000000e+02,1.966700000000000159e+01,4.749999999999999778e-01,4.749999999999999778e-01,8.400000000000000000e+01,8.400000000000000000e+01,8.400000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.000000000000000000e+01,4.000000000000000000e+01,1.000000000000000000e+01,6.750000000000000444e-01,6.750000000000000444e-01,2.700000000000000000e+01,2.700000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.010000000000000000e+02,2.020000000000000000e+02,5.050000000000000000e+01,5.400000000000000355e-01,7.429999999999999938e-01,1.090000000000000036e+01,1.090000000000000000e+02,1.500000000000000000e+02,1.000000000000000000e+01
1.000000000000000000e+01,3.800000000000000000e+01,3.800000000000000000e+02,3.799999999999999822e+00,4.259999999999999898e-01,9.469999999999999529e-01,3.120000000000000107e+00,1.620000000000000000e+02,3.600000000000000000e+02,5.200000000000000000e+01
9.000000000000000000e+00,2.100000000000000000e+01,1.890000000000000000e+02,2.333000000000000185e+00,4.289999999999999925e-01,7.720000000000000195e-01,3.000000000000000000e+00,8.100000000000000000e+01,1.460000000000000000e+02,2.700000000000000000e+01
9.000000000000000000e+00,3.700000000000000000e+01,3.330000000000000000e+02,4.110999999999999766e+00,5.320000000000000284e-01,9.130000000000000338e-01,3.220000000000000195e+00,1.770000000000000000e+02,3.040000000000000000e+02,5.500000000000000000e+01
1.000000000000000000e+01,9.800000000000000000e+01,9.800000000000000000e+02,9.800000000000000711e+00,3.790000000000000036e-01,8.349999999999999645e-01,2.220000000000000195e+00,3.710000000000000000e+02,8.180000000000000000e+02,1.670000000000000000e+02
9.000000000000000000e+00,5.000000000000000000e+01,4.500000000000000000e+02,5.556000000000000050e+00,4.959999999999999964e-01,9.579999999999999627e-01,2.689999999999999947e+00,2.230000000000000000e+02,4.310000000000000000e+02,8.300000000000000000e+01
4.000000000000000000e+00,1.940000000000000000e+02,7.760000000000000000e+02,4.850000000000000000e+01,2.630000000000000115e-01,2.730000000000000204e-01,3.400000000000000000e+01,2.040000000000000000e+02,2.120000000000000000e+02,6.000000000000000000e+00
2.000000000000000000e+00,1.800000000000000000e+01,3.600000000000000000e+01,9.000000000000000000e+00,6.670000000000000373e-01,6.939999999999999503e-01,2.400000000000000000e+01,2.400000000000000000e+01,2.500000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.200000000000000000e+01,4.400000000000000000e+01,1.100000000000000000e+01,7.500000000000000000e-01,7.500000000000000000e-01,3.300000000000000000e+01,3.300000000000000000e+01,3.300000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,1.800000000000000000e+01,3.600000000000000000e+01,9.000000000000000000e+00,8.060000000000000497e-01,8.329999999999999627e-01,2.900000000000000000e+01,2.900000000000000000e+01,3.000000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,2.200000000000000000e+01,4.400000000000000000e+01,1.100000000000000000e+01,7.049999999999999600e-01,8.639999999999999902e-01,1.550000000000000000e+01,3.100000000000000000e+01,3.800000000000000000e+01,2.000000000000000000e+00
1.000000000000000000e+01,6.600000000000000000e+01,6.600000000000000000e+02,6.599999999999999645e+00,2.730000000000000204e-01,6.610000000000000320e-01,1.939999999999999947e+00,1.800000000000000000e+02,4.360000000000000000e+02,9.300000000000000000e+01
9.000000000000000000e+00,9.000000000000000000e+01,8.100000000000000000e+02,1.000000000000000000e+01,2.600000000000000089e-01,7.860000000000000320e-01,2.180000000000000160e+00,2.110000000000000000e+02,6.370000000000000000e+02,9.700000000000000000e+01
9.000000000000000000e+00,2.200000000000000000e+01,1.980000000000000000e+02,2.443999999999999950e+00,2.879999999999999782e-01,8.179999999999999494e-01,2.479999999999999982e+00,5.700000000000000000e+01,1.620000000000000000e+02,2.300000000000000000e+01
9.000000000000000000e+00,9.200000000000000000e+01,8.280000000000000000e+02,1.022199999999999953e+01,2.859999999999999765e-01,8.850000000000000089e-01,1.929999999999999938e+00,2.370000000000000000e+02,7.330000000000000000e+02,1.230000000000000000e+02
9.000000000000000000e+00,1.200000000000000000e+01,1.080000000000000000e+02,1.332999999999999963e+00,4.440000000000000058e-01,9.809999999999999831e-01,1.709999999999999964e+00,4.800000000000000000e+01,1.060000000000000000e+02,2.800000000000000000e+01
