1.120109999999999995e-01,4.252259999999999929e-01,4.243640000000000190e-01,6.812089999999999534e-01,7.486230000000000384e-01,6.697599999999999387e-02,8.657249999999999668e-01,2.074099999999999902e-02,1.818690000000000029e-01
0.000000000000000000e+00,4.252259999999999929e-01,4.361199999999999799e-02,8.624900000000000622e-02,1.221590000000000037e-01,0.000000000000000000e+00,8.898139999999999938e-01,1.000000000000000000e+00,9.691870000000000207e-01
1.193570000000000048e-01,4.252259999999999929e-01,2.805259999999999976e-01,5.877999999999999892e-01,6.966189999999999882e-01,1.443299999999999965e-02,9.803030000000000355e-01,3.674490000000000256e-01,5.958609999999999740e-01
2.498699999999999879e-02,4.252259999999999929e-01,5.638300000000000256e-02,9.707200000000000550e-02,1.302419999999999967e-01,1.799999999999999951e-03,7.872559999999999558e-01,2.847580000000000111e-01,8.049889999999999546e-01
1.766669999999999907e-01,4.252259999999999929e-01,3.562670000000000003e-01,5.150909999999999656e-01,5.556320000000000148e-01,5.907199999999999951e-02,8.810869999999999536e-01,6.373000000000000193e-03,1.242290000000000061e-01
3.374229999999999730e-01,2.728479999999999794e-01,2.180900000000000061e-01,5.643230000000000190e-01,6.872030000000000083e-01,7.576800000000000201e-02,8.888129999999999642e-01,1.621000000000000045e-03,1.109620000000000051e-01
2.690699999999999759e-01,3.537850000000000161e-01,2.232550000000000090e-01,5.564179999999999682e-01,6.600350000000000383e-01,7.981299999999999506e-02,8.343679999999999986e-01,2.488000000000000194e-03,1.066720000000000029e-01
2.570770000000000000e-01,2.849900000000000211e-01,2.220389999999999864e-01,6.059029999999999694e-01,7.658779999999999477e-01,1.015830000000000066e-01,8.609059999999999491e-01,1.018999999999999941e-03,8.772399999999999642e-02
2.859619999999999940e-01,2.490680000000000116e-01,1.988030000000000075e-01,5.368640000000000079e-01,6.312659999999999938e-01,5.859000000000000319e-02,9.141759999999999886e-01,2.211999999999999991e-03,1.361020000000000008e-01
2.973729999999999984e-01,2.781839999999999868e-01,1.778490000000000071e-01,4.884060000000000068e-01,6.395520000000000094e-01,7.968600000000000683e-02,8.248199999999999976e-01,2.595000000000000084e-03,1.082719999999999932e-01
2.486150000000000027e-01,5.568670000000000009e-01,5.051900000000000140e-02,2.937779999999999836e-01,6.185249999999999915e-01,8.293699999999999684e-02,8.428930000000000033e-01,2.347000000000000128e-03,1.124969999999999998e-01
3.807039999999999869e-01,6.461620000000000141e-01,2.107999999999999874e-01,6.693970000000000198e-01,8.501649999999999485e-01,6.954699999999999771e-02,9.520149999999999446e-01,3.054999999999999990e-03,1.447050000000000003e-01
3.034149999999999903e-01,4.252259999999999929e-01,6.390800000000000647e-02,3.637610000000000010e-01,7.386279999999999513e-01,9.798300000000000065e-02,8.326670000000000460e-01,2.004000000000000139e-03,8.898000000000000353e-02
3.093790000000000151e-01,6.369449999999999834e-01,2.279799999999999882e-01,6.745759999999999534e-01,8.500130000000000186e-01,9.741700000000000359e-02,9.118629999999999791e-01,7.569999999999999689e-04,1.069520000000000054e-01
1.861659999999999981e-01,5.693120000000000402e-01,6.353100000000000414e-02,3.531880000000000019e-01,7.480599999999999472e-01,1.106700000000000045e-01,8.225759999999999739e-01,1.565999999999999901e-03,8.108200000000000129e-02
2.729030000000000067e-01,6.260059999999999514e-01,2.808760000000000145e-01,7.979920000000000346e-01,9.292970000000000397e-01,9.883400000000000518e-02,9.326780000000000070e-01,3.050000000000000194e-03,9.568699999999999428e-02
2.233159999999999867e-01,4.252259999999999929e-01,6.153200000000000336e-02,3.464400000000000257e-01,7.580949999999999633e-01,7.086499999999999744e-02,8.790040000000000076e-01,2.364000000000000216e-03,1.259669999999999956e-01
3.068879999999999941e-01,6.106570000000000054e-01,2.523489999999999900e-01,7.349740000000000162e-01,8.992329999999999490e-01,6.036799999999999805e-02,9.593140000000000001e-01,4.407999999999999592e-03,1.744479999999999920e-01
2.055069999999999952e-01,4.252259999999999929e-01,3.155769999999999964e-01,3.258849999999999802e-01,3.626380000000000159e-01,7.622800000000000409e-02,3.060559999999999947e-01,4.591200000000000142e-02,1.641849999999999976e-01
2.592829999999999857e-01,5.507900000000000018e-01,6.230800000000000227e-02,3.432910000000000128e-01,6.500350000000000295e-01,9.062699999999999922e-02,8.027929999999999788e-01,2.680999999999999790e-03,9.274699999999999611e-02
3.014189999999999925e-01,6.291729999999999823e-01,2.169520000000000060e-01,6.208559999999999635e-01,7.502360000000000140e-01,1.014929999999999999e-01,8.865399999999999947e-01,6.560000000000000076e-04,9.814100000000000601e-02
1.614710000000000034e-01,4.252259999999999929e-01,2.833010000000000250e-01,3.279880000000000018e-01,3.079589999999999828e-01,1.162709999999999994e-01,1.270600000000000028e-02,3.901700000000000307e-02,9.651200000000000057e-02
3.174429999999999752e-01,1.130659999999999998e-01,1.148720000000000019e-01,5.308589999999999698e-01,9.477849999999999886e-01,8.360199999999999576e-02,9.460349999999999593e-01,1.649600000000000025e-02,2.163569999999999938e-01
4.270379999999999732e-01,7.795699999999999852e-02,1.215289999999999981e-01,5.396170000000000133e-01,8.804800000000000404e-01,1.079699999999999965e-01,9.153869999999999507e-01,1.745999999999999939e-03,1.389189999999999869e-01
3.671349999999999891e-01,9.581199999999999439e-02,1.348610000000000086e-01,5.974040000000000461e-01,9.304069999999999840e-01,1.240819999999999979e-01,9.130690000000000195e-01,2.834000000000000147e-03,1.050240000000000062e-01
3.782820000000000071e-01,8.226600000000000579e-02,1.049270000000000064e-01,4.715420000000000167e-01,8.284319999999999462e-01,8.970100000000000295e-02,9.249270000000000547e-01,1.322000000000000041e-03,1.368590000000000084e-01
2.879109999999999725e-01,4.252259999999999929e-01,1.202669999999999989e-01,5.760199999999999765e-01,9.415360000000000396e-01,9.400999999999999635e-02,8.506890000000000285e-01,7.341200000000000503e-02,3.137650000000000161e-01
1.940429999999999933e-01,4.252259999999999929e-01,1.426699999999999913e-01,5.482909999999999728e-01,8.163829999999999698e-01,1.254139999999999977e-01,8.111230000000000384e-01,3.370000000000000166e-03,9.694099999999999939e-02
2.028880000000000128e-01,4.252259999999999929e-01,1.080359999999999931e-01,4.770780000000000021e-01,9.134560000000000457e-01,9.854599999999999471e-02,8.757930000000000437e-01,5.300000000000000024e-03,8.308000000000000107e-02
2.499510000000000065e-01,4.252259999999999929e-01,1.392809999999999881e-01,6.092760000000000398e-01,9.150599999999999845e-01,7.999699999999999867e-02,8.757340000000000124e-01,2.049749999999999905e-01,4.949370000000000158e-01
2.833749999999999880e-01,4.252259999999999929e-01,8.870200000000000307e-02,3.776450000000000085e-01,6.803869999999999640e-01,7.669700000000000129e-02,8.778580000000000272e-01,2.546000000000000086e-03,1.343550000000000022e-01
5.513099999999999945e-02,4.252259999999999929e-01,3.135799999999999699e-02,2.222330000000000139e-01,5.070310000000000095e-01,4.840999999999999817e-03,9.983750000000000124e-01,1.238760000000000000e-01,9.843910000000000160e-01
5.051200000000000134e-02,4.252259999999999929e-01,2.907399999999999915e-02,1.920860000000000067e-01,4.761469999999999869e-01,1.082699999999999982e-02,9.880459999999999798e-01,1.586299999999999863e-02,5.820469999999999811e-01
1.094900000000000040e-01,2.129100000000000090e-02,3.246299999999999880e-02,1.836980000000000002e-01,3.688000000000000167e-01,8.829900000000000249e-02,8.617219999999999880e-01,2.198800000000000060e-02,5.339909999999999934e-01
7.492600000000000648e-02,5.937759999999999705e-01,2.903899999999999884e-02,2.298939999999999872e-01,6.006190000000000140e-01,8.540999999999999981e-03,9.977709999999999635e-01,1.006259999999999932e-01,8.315820000000000434e-01
3.308699999999999836e-02,1.998900000000000121e-01,2.365599999999999994e-02,1.802630000000000066e-01,4.675110000000000099e-01,9.955999999999999572e-03,9.869320000000000315e-01,2.275200000000000139e-02,6.493240000000000123e-01
7.854099999999999970e-02,8.583429999999999671e-01,6.180999999999999862e-03,7.852699999999999958e-02,3.287249999999999894e-01,1.066699999999999940e-02,9.735960000000000170e-01,4.263700000000000129e-02,6.251189999999999802e-01
4.137199999999999905e-02,6.858919999999999462e-01,2.592600000000000113e-02,1.957579999999999876e-01,5.574750000000000538e-01,8.219999999999999876e-03,9.977099999999999858e-01,6.134200000000000069e-02,7.930679999999999952e-01
2.928300000000000000e-02,4.252259999999999929e-01,4.610700000000000215e-02,2.615370000000000195e-01,5.321879999999999944e-01,1.070600000000000024e-02,9.922720000000000429e-01,2.075700000000000114e-02,6.573590000000000266e-01
2.591399999999999954e-02,4.252259999999999929e-01,1.475600000000000002e-02,1.455510000000000137e-01,4.232040000000000246e-01,1.333999999999999943e-02,9.883459999999999468e-01,2.205199999999999869e-02,6.285730000000000484e-01
3.517200000000000187e-02,4.252259999999999929e-01,2.321360000000000090e-01,5.567860000000000031e-01,6.856189999999999785e-01,5.374000000000000304e-03,9.988500000000000156e-01,2.168779999999999875e-01,9.680839999999999446e-01
4.756200000000000011e-02,4.252259999999999929e-01,3.658560000000000145e-01,5.123969999999999914e-01,5.284339999999999593e-01,1.375499999999999987e-02,9.867270000000000207e-01,1.417099999999999957e-02,5.732549999999999590e-01
3.302100000000000174e-02,4.252259999999999929e-01,2.805889999999999773e-01,4.698269999999999946e-01,4.780800000000000050e-01,1.631099999999999911e-02,9.624840000000000062e-01,3.164399999999999852e-02,5.441740000000000466e-01
5.903400000000000314e-02,1.260030000000000039e-01,2.543199999999999975e-02,2.116949999999999943e-01,5.612540000000000306e-01,1.027199999999999988e-02,9.960579999999999989e-01,7.305499999999999494e-02,7.469710000000000516e-01
1.245300000000000018e-01,4.252259999999999929e-01,3.801999999999999824e-02,2.309670000000000056e-01,4.609320000000000084e-01,7.941999999999999407e-03,9.944030000000000369e-01,2.860899999999999901e-02,7.069459999999999633e-01
1.045660000000000062e-01,4.252259999999999929e-01,2.707999999999999990e-02,2.248320000000000041e-01,7.372940000000000049e-01,2.575799999999999965e-02,9.570480000000000098e-01,2.135899999999999951e-02,4.993650000000000033e-01
