1.203627737000000053e+02,2.055000000000000000e+02,1.193953487999999936e+02,4.165813952999999970e+02,2.067631834999999896e+01
1.247395833000000067e+02,2.028000000000000114e+02,1.153333333000000067e+02,3.543333332999999925e+02,1.670715082999999979e+01
1.346919642999999951e+02,1.992857142999999951e+02,1.168571428999999995e+02,4.778571428999999853e+02,2.249671177999999827e+01
1.279463087000000030e+02,1.783684211000000062e+02,9.236842104999999492e+01,2.784736841999999797e+02,1.497745304999999938e+01
1.354315475999999876e+02,1.970000000000000000e+02,1.126904762000000062e+02,5.329523809999999457e+02,1.760419257999999942e+01
1.183479624000000001e+02,2.261500000000000057e+02,1.388499999999999943e+02,6.088999999999999773e+02,2.907279656000000045e+01
1.354362819000000115e+02,1.845000000000000000e+02,9.514285714000000382e+01,3.091904761999999778e+02,1.305526365999999960e+01
1.211696428999999995e+02,2.260000000000000000e+02,1.462142857000000049e+02,5.955714285999999902e+02,2.280854207999999872e+01
1.311271605000000022e+02,2.327843137000000127e+02,1.445882353000000080e+02,5.638431372999999667e+02,1.194856335000000058e+01
1.344980916000000093e+02,2.102121212000000128e+02,1.169090908999999954e+02,5.948484848000000511e+02,2.793768482000000120e+01
1.311647726999999861e+02,2.066818182000000093e+02,1.147272727000000003e+02,4.830454545000000053e+02,2.290354370000000017e+01
1.360959595999999863e+02,2.014000000000000057e+02,1.114000000000000057e+02,4.446000000000000227e+02,1.655362196000000097e+01
1.226319017999999943e+02,2.305609756000000061e+02,1.421951219999999978e+02,4.737073171000000116e+02,2.452188862999999941e+01
1.136561798000000039e+02,2.131071429000000137e+02,1.297857142999999951e+02,4.808571428999999853e+02,2.923776562999999840e+01
1.338941979999999887e+02,1.916216215999999974e+02,1.155135135000000020e+02,4.195135134999999877e+02,1.748913886000000062e+01
1.311114982999999938e+02,2.136666667000000075e+02,1.254444443999999947e+02,5.378888888999999836e+02,1.943481905000000154e+01
1.278356974000000008e+02,2.013584906000000103e+02,1.165094339999999988e+02,3.721320754999999849e+02,2.392911091999999940e+01
1.216112600999999955e+02,1.997446808999999917e+02,1.210638297999999935e+02,3.381276596000000154e+02,1.501910658999999981e+01
1.062421053000000057e+02,2.217500000000000000e+02,1.400000000000000000e+02,3.811666667000000075e+02,1.890326251000000113e+01
1.477711267999999905e+02,2.201111110999999880e+02,1.237222222000000045e+02,4.791666667000000075e+02,2.333703673999999850e+01
1.358239375999999936e+02,1.922328766999999914e+02,1.150958904000000018e+02,3.324246575000000234e+02,1.280569163999999915e+01
1.349589743999999882e+02,2.266734693999999877e+02,1.414693877999999927e+02,4.359591836999999828e+02,1.760610718999999946e+01
1.285314083000000096e+02,1.889840000000000089e+02,9.331199999999999761e+01,2.966159999999999854e+02,1.693249468000000135e+01
1.435287356000000045e+02,1.703636363999999901e+02,7.845454544999999769e+01,4.000000000000000000e+02,1.083230552000000024e+01
1.411093750000000000e+02,1.646250000000000000e+02,6.800000000000000000e+01,2.425000000000000000e+02,6.753471329999999995e+00
1.400260303999999962e+02,1.898965517000000034e+02,8.924137930999999924e+01,5.613103448000000526e+02,2.383758960000000116e+01
1.325877300999999875e+02,2.223921569000000034e+02,1.330588234999999884e+02,5.792156863000000158e+02,1.983265242999999955e+01
1.217578946999999943e+02,1.740000000000000000e+02,9.266666666999999791e+01,2.177777777999999955e+02,1.405544575999999957e+01
1.356771654000000069e+02,1.997500000000000000e+02,1.052083333000000067e+02,4.533333332999999925e+02,1.618507328000000101e+01
1.194574037000000004e+02,1.807419355000000110e+02,9.314516129000000433e+01,2.277741934999999955e+02,1.229325382000000033e+01
1.245919439999999980e+02,1.794166667000000075e+02,8.908333333000000209e+01,2.080833332999999925e+02,2.035260167999999936e+01
1.265279720000000054e+02,1.787777777999999955e+02,8.511111110999999596e+01,3.597777778000000239e+02,1.108051342999999989e+01
